fecha,demanda_total,prioritaria,industria,usinas,exportaciones,iny_tgs,iny_tgn,iny_enarsa,iny_gpm,iny_bolivia,iny_escobar,iny_total,linepack_tgs,var_linepack_tgs,lim_inf_tgs,lim_sup_tgs,linepack_tgn,var_linepack_tgn,lim_inf_tgn,lim_sup_tgn,linepack_total,var_linepack_total,lim_inf_total,lim_sup_total,tramo_final_tgs,tf_lim_inf_tgs,tf_lim_sup_tgs,tramo_final_tgn,tf_lim_inf_tgn,tf_lim_sup_tgn,temp_min_ba,temp_max_ba,temp_prom_ba,temp_min_esquel,temp_max_esquel,temp_prom_esquel,cammesa_gas,cammesa_gasoil,cammesa_fueloil,cammesa_carbon,cammesa_total,gnc,combustible,ajuste,origen_dato,estado_tgn,cammesa_gas_est,cammesa_gasoil_est,cammesa_fueloil_est,cammesa_carbon_est
2026-05-08,136.5,52.8,34.5,,9.6,81.7,33.6,21.2,0.0,0.0,0.0,136.5,228.64,,,,134.67,,,,372.2,,,,,,,,,,7.0,13.0,10.0,,,,35.281,0.0,0.0,1.928,,,,,RDS_ESTIMADO,,,,,
2026-05-09,135.2,54.4,33.4,,9.6,80.8,33.2,21.2,0.0,0.0,0.0,135.2,225.16,,,,128.27,,,,363.3,,,,,,,,,,6.0,13.0,9.5,,,,34.727,0.0,0.548,1.789,,,,,RDS_ESTIMADO,,,,,
2026-05-10,154.3,62.4,32.3,27.0,6.7,74.3,36.4,23.3,23.3,1.5,0.0,134.0,223.88,,,,125.44,,,,353.4,,,,,,,,,,3.0,15.0,9.0,,,,32.033,0.0,0.169,1.875,,4.6,3.6,,PS_REAL,,,,,
2026-05-11,152.8,60.4,34.0,25.1,7.5,72.1,39.5,23.1,23.1,1.9,0.0,134.7,222.94,,,,124.13,,,,349.2,,,,,,,,,,4.0,16.0,10.0,,,,29.941,0.0,0.47,2.155,,5.4,4.9,,PS_REAL,,,,,
2026-05-12,152.0,57.9,34.0,26.4,8.6,72.6,41.6,23.1,23.1,1.3,0.0,137.4,223.0,,,,125.24,,,,347.1,,,,,,,,,,9.0,21.0,15.0,,,,30.305,6.448,0.977,2.104,,5.4,5.1,,PS_REAL,,,,,
2026-05-13,156.1,60.7,34.5,26.6,8.2,74.6,41.4,22.7,22.7,1.3,0.0,138.8,221.29,,,,125.58,,,,348.2,,,,,,,,,,9.0,16.0,12.5,,,,30.802,0.0,1.06,2.26,,5.5,5.1,,PS_REAL,,,,,
2026-05-14,156.3,60.3,34.3,27.8,8.0,74.4,39.5,23.5,23.5,1.1,0.0,137.4,221.09,,,,123.74,,,,346.9,,,,,,,,,,10.0,18.0,14.0,,,,32.044,6.065,1.456,2.143,,5.5,4.3,,PS_REAL,,,,,
2026-05-15,132.9,56.5,34.6,,8.1,79.2,32.5,21.2,0.0,0.0,0.0,132.9,221.88,,,,123.06,,,,345.0,,,,,,,,,,8.0,19.0,13.5,,,,30.256,0.0,0.7,0.437,,,,,RDS_ESTIMADO,,,,,
2026-05-16,133.2,58.4,34.2,,6.7,79.4,32.6,21.2,0.0,0.0,0.0,133.2,223.58,,,,125.11,,,,344.9,,,,,,,,,,12.0,17.0,14.5,,,,30.355,0.0,1.248,0.231,,,,,RDS_ESTIMADO,,,,,
2026-05-17,156.7,65.4,31.8,26.2,6.5,75.0,40.3,23.1,23.1,1.4,6.1,144.5,223.69,,,,129.53,,,,348.7,,,,,,,,,,9.0,15.0,12.0,,,,30.736,0.0,1.246,1.186,,4.5,5.4,,PS_REAL,,,,,
2026-05-18,169.4,69.1,34.8,29.9,5.9,75.6,36.6,23.3,23.3,1.3,10.1,145.6,220.59,,,,125.0,,,,353.2,,,,,,,,,,3.0,17.0,10.0,,,,33.758,0.0,1.036,2.322,,5.2,5.0,,PS_REAL,,,,,
2026-05-19,163.7,65.9,33.9,30.1,6.199999999999999,73.0,37.2,22.8,22.8,1.2,10.6,143.5,218.19,,,,123.1,,,,345.6,,,,,,,,,,6.0,19.0,12.5,,,,34.442,0.0,1.213,2.184,,5.4,4.7,,PS_REAL,,,,,
2026-05-20,167.7,68.2,33.3,31.0,7.7,73.1,39.0,23.7,23.7,1.8,7.6,143.5,212.35,,,,121.78,,,,341.3,,,,,,,,,,8.0,15.0,11.5,,,,35.144,0.653,2.248,2.273,,5.5,6.5,,PS_REAL,,,,,
2026-05-21,167.8,71.1,32.8,30.7,4.3,76.6,42.1,23.9,23.9,2.0,8.5,151.1,211.41,,,,123.56,,,,334.1,,,,,,,,,,6.0,13.0,9.5,,,,35.638,10.031,3.02,2.315,,5.7,5.4,,PS_REAL,,,,,
2026-05-22,146.5,66.9,32.9,,7.1,88.8,36.5,21.2,0.0,0.0,0.0,146.5,214.64,,,,121.0,,,,335.0,,,,,,,,,,5.0,13.0,9.0,,,,34.422,10.156,2.109,2.292,,,,,RDS_ESTIMADO,,,,,
2026-05-23,142.1,63.8,32.1,,6.6,85.7,35.2,21.2,0.0,0.0,0.0,142.1,218.66,,,,124.39,,,,335.6,,,,,,,,,,10.0,15.0,12.5,,,,34.269,2.505,1.903,2.27,,,,,RDS_ESTIMADO,,,,,
2026-05-24,138.0,60.6,31.8,,6.6,82.8,34.0,21.2,0.0,0.0,0.0,138.0,220.0,,,,126.54,,,,343.0,,,,,,,,,,9.0,16.0,12.5,,,,35.632,0.413,0.956,2.214,,,,,RDS_ESTIMADO,,,,,
2026-05-25,160.7,62.0,30.8,32.6,7.1000000000000005,73.7,41.4,24.4,24.4,2.0,3.0,142.6,219.25,,,,126.55,,,,346.5,,,,,,,,,,9.0,17.0,13.0,,,,36.557,0.541,0.588,2.217,,4.6,5.9,,PS_REAL,,,,,
2026-05-26,147.1,66.5,33.0,31.6,4.3999999999999995,76.5,40.5,24.1,24.1,3.8,3.0,144.1,216.32,,,,126.45,,,,345.8,,,,,,,,,,7.2,14.3,12.1,,,,37.153,5.884,0.612,2.275,,5.5,5.2,0.9,PS_REAL,,,,,
2026-05-27,144.3,67.6,32.7,27.1,7.0,76.5,42.5,24.2,24.2,3.5,0.0,143.2,216.94,,,,124.66,,,,342.7,,,,,,,,,,10.4,13.9,13.3,,,,32.301,12.35,1.16,2.117,,5.3,4.2,0.4,PS_REAL,,,,,
2026-05-28,139.7,66.7,32.5,25.8,4.7,76.9,40.8,24.2,24.2,4.1,0.0,142.0,218.22,,,,125.62,,,,341.6,,,,,,,,,,12.2,14.1,13.8,,,,30.614,14.879,1.494,2.314,,5.4,4.8,-0.2,PS_REAL,,,,,
2026-05-29,138.3,62.0,32.9,25.3,,72.9,40.4,24.7,24.7,3.4,3.0,141.0,217.5,,,,125.93,,,,,,,,,,,,,,10.9,14.0,12.4,,,,30.473,12.602,1.488,2.287,,5.6,4.4,,PS_PROYECCION,,,,,
2026-05-30,136.2,58.6,32.2,26.6,,73.4,38.3,24.7,24.7,0.5,0.0,136.4,217.82,,,,125.03,,,,,,,,,,,,,,7.1,15.2,11.1,,,,29.351,7.193,1.739,2.287,,5.5,4.5,,PS_PROYECCION,,,,,
2026-05-31,132.8,59.9,30.3,25.1,8.2,72.5,39.7,23.9,23.9,0.6,3.0,139.1,219.56,,,,129.57,,,,342.8,,,,,,,,,,5.6,16.0,12.0,,,,29.425,5.83,1.238,2.162,,4.5,4.8,0.0,PS_REAL,,,,,
2026-06-01,151.2,66.6,33.1,35.9,9.3,73.2,42.1,24.0,24.0,0.3,16.0,155.3,220.68,,,,132.59,,,,349.1,,,,,,,,,,11.4,13.6,11.9,,,,39.731,2.779,0.827,2.059,,5.4,4.2,-3.2,PS_REAL,,,,,
2026-06-02,174.1,63.0,33.9,37.8,8.3,72.1,40.4,23.9,23.9,1.0,16.0,152.5,219.98,,,,130.34,,,,353.2,,,,,,,,,,10.6,14.8,14.1,,,,43.629,0.413,0.578,1.99,,5.4,4.2,,PS_REAL,,,,,
2026-06-03,169.5,59.3,34.4,38.6,8.5,74.6,38.6,23.7,23.7,0.1,12.0,149.0,,,,,124.73,,,,350.3,,,,,,,,,,13.0,16.6,14.0,,,,42.187,0.055,0.632,1.971,,5.4,5.1,,PS_REAL,,,,,
2026-06-04,171.5,57.9,35.7,41.2,8.4,76.5,42.2,23.5,23.5,1.9,12.0,154.2,224.94,,,,125.49,,,,348.7,,,,,,,,,,13.6,15.3,15.3,,,,47.764,0.032,1.142,2.071,,5.6,4.9,,PS_REAL,,,,,
2026-06-05,147.8,58.7,34.1,36.8,,77.8,39.1,24.6,24.6,0.3,12.0,153.5,226.45,,,,125.89,,,,,,,,,,,,,,14.0,17.8,15.9,,,,47.087,0.022,1.152,2.181,,5.6,4.5,,PS_PROYECCION,,,,,
2026-06-06,142.3,54.3,33.1,36.8,,77.8,39.1,24.6,24.6,0.3,12.0,153.5,228.57,,,,128.43,,,,,,,,,,,,,,13.3,17.2,15.2,,,,45.963,0.03,0.601,2.101,,5.5,4.5,,PS_PROYECCION,,,,,
2026-06-07,161.8,56.7,31.9,38.1,8.700000000000001,75.3,39.4,19.4,19.4,1.0,11.0,145.2,228.14,,,,130.82,,,,357.0,,,,,,,,,,13.0,16.0,14.5,,,,42.043,0.039,0.381,2.002,,4.6,5.0,,PS_REAL,,,,,
2026-06-08,176.9,65.3,33.4,42.8,6.7,75.7,41.1,22.2,22.2,1.8,12.0,151.0,,,,,130.31,,,,359.0,,,,,,,,,,12.0,14.0,13.0,,,,47.747,0.082,1.173,2.149,,5.5,4.8,,PS_REAL,,,,,
2026-06-09,177.6,68.2,33.9,40.8,6.5,75.7,40.6,23.3,23.3,1.3,17.0,156.6,221.34,,,,127.53,,,,351.6,,,,,,,,,,7.0,16.0,11.5,,,,46.969,0.118,1.268,2.045,,5.8,4.3,,PS_REAL,,,,,
2026-06-10,173.6,67.2,33.0,38.5,6.0,73.2,39.6,23.6,23.6,1.1,17.0,153.5,218.91,,,,128.07,,,,348.9,,,,,,,,,,9.0,15.0,12.0,,,,44.039,0.074,1.226,1.818,,5.6,4.3,,PS_REAL,,,,,
2026-06-11,167.5,64.5,32.5,34.8,5.6,73.8,38.0,22.9,22.9,0.5,17.0,151.7,222.99,,,,127.44,,,,347.0,,,,,,,,,,12.0,17.0,14.5,,,,42.165,0.688,1.159,1.892,,5.6,4.3,,PS_REAL,,,,,
2026-06-12,147.9,64.7,32.7,,5.0,89.8,36.9,21.2,0.0,0.0,0.0,147.9,222.39,,,,128.28,,,,350.4,,,,,,,,,,7.0,17.0,12.0,,,,40.402,1.112,0.507,1.927,,,,,RDS_ESTIMADO,,,,,
2026-06-13,148.8,68.6,31.1,,5.0,90.4,37.2,21.2,0.0,0.0,0.0,148.8,221.63,,,,129.31,,,,350.7,,,,,,,,,,9.0,14.0,11.5,,,,40.925,0.065,0.77,1.91,,,,,RDS_ESTIMADO,,,,,
2026-06-14,151.5,72.4,30.9,,5.3,92.3,38.0,21.2,0.0,0.0,0.0,151.5,222.64,,,,130.65,,,,350.9,,,,,,,,,,3.0,10.0,6.5,,,,39.765,0.062,0.782,1.953,,,,,RDS_ESTIMADO,,,,,
2026-06-15,172.0,75.7,29.9,34.3,5.8,75.9,40.4,23.7,23.7,1.0,17.0,157.0,224.59,,,,131.48,,,,353.3,,,,,,,,,,2.0,15.0,8.5,,,,40.761,0.247,1.194,2.047,,4.9,4.0,,PS_REAL,,,,,
2026-06-16,181.5,73.7,31.9,38.0,7.7,74.8,39.2,23.6,23.6,1.0,18.0,155.6,222.54,,,,126.17,,,,356.1,,,,,,,,,,8.0,17.0,12.5,,,,43.168,2.398,1.111,1.969,,5.5,4.1,,PS_REAL,,,,,
2026-06-17,176.9,75.9,31.2,33.0,5.7,75.9,37.9,22.9,22.9,1.0,18.0,154.7,221.34,,,,123.51,,,,348.7,,,,,,,,,,7.0,14.0,10.5,,,,41.779,4.031,1.244,2.056,,5.6,4.0,,PS_REAL,,,,,
2026-06-18,173.0,77.5,31.9,32.1,5.300000000000001,76.0,37.8,22.3,22.3,1.2,15.0,151.1,219.56,,,,121.5,,,,344.9,,,,,,,,,,10.0,13.0,11.5,,,,38.645,6.372,1.283,1.91,,5.6,4.1,,PS_REAL,,,,,
2026-06-19,149.8,75.5,30.7,,4.9,91.1,37.5,21.2,0.0,0.0,0.0,149.8,220.8,,,,122.48,,,,341.1,,,,,,,,,,8.0,15.0,11.5,,,,35.933,7.313,1.518,1.867,,,,,RDS_ESTIMADO,,,,,
2026-06-20,146.2,71.2,29.4,,6.4,88.6,36.4,21.2,0.0,0.0,0.0,146.2,225.5,,,,126.49,,,,343.3,,,,,,,,,,4.0,15.0,9.5,,,,34.905,5.063,0.579,1.931,,,,,RDS_ESTIMADO,,,,,
2026-06-21,163.0,67.6,27.3,27.6,6.7,75.8,42.2,21.9,21.9,1.1,15.5,155.4,231.46,,,,131.04,,,,352.0,,,,,,,,,,9.0,14.0,11.5,,,,32.431,5.86,0.535,1.868,,4.6,4.1,,PS_REAL,,,,,
2026-06-22,170.7,81.5,28.2,28.0,6.9,76.8,39.7,20.7,20.7,0.7,15.5,152.7,231.82,,,,131.28,,,,362.5,,,,,,,,,,7.0,13.0,10.0,,,,34.9,11.664,1.508,1.994,,5.3,3.8,,PS_REAL,,,,,
2026-06-23,179.1,85.8,26.5,30.3,7.7,76.5,43.0,21.6,21.6,1.2,18.0,159.1,230.65,,,,131.53,,,,363.1,,,,,,,,,,4.0,12.0,8.0,,,,36.165,14.114,1.847,1.816,,5.5,2.1,,PS_REAL,,,,,
2026-06-24,183.8,86.7,27.1,31.0,7.3,75.7,41.6,21.6,21.6,1.0,19.0,157.9,227.74,,,,127.86,,,,362.2,,,,,,,,,,4.0,12.0,8.0,,,,37.033,15.204,2.252,0.0,,5.5,4.3,,PS_REAL,,,,,
2026-06-25,178.9,84.2,28.2,31.1,7.1,76.1,41.6,22.1,22.1,1.0,20.1,159.9,226.8,,,,129.1,,,,355.6,,,,,,,,,,8.0,13.0,10.5,,,,38.285,13.673,2.111,0.0,,5.6,4.4,,PS_REAL,,,,,
2026-06-26,155.4,82.6,27.4,,6.6,95.1,39.1,21.2,0.0,0.0,0.0,155.4,226.39,,,,129.78,,,,355.9,,,,,,,,,,3.0,14.0,8.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-06-27,151.1,76.9,26.8,,7.0,92.1,37.8,21.2,0.0,0.0,0.0,151.1,229.98,,,,132.56,,,,356.2,,,,,,,,,,7.0,16.0,11.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-06-28,167.2,74.9,27.6,28.2,7.4,75.0,39.9,22.0,22.0,0.5,19.0,156.0,236.38,,,,132.97,,,,362.5,,,,,,,,,,8.0,13.0,10.5,,,,,,,,,4.5,4.6,,PS_REAL,,,,,
2026-06-29,176.7,80.8,28.3,31.6,7.1,76.9,41.0,20.9,20.9,0.0,19.1,157.9,236.23,,,,132.79,,,,369.3,,,,,,,,,,5.0,14.0,9.5,,,,,,,,,5.5,4.3,,PS_REAL,,,,,
2026-06-30,175.3,83.5,27.8,30.3,6.6,77.9,41.0,22.0,22.0,0.0,18.0,159.0,236.72,,,,134.11,,,,369.0,,,,,,,,,,3.0,14.0,8.5,,,,,,,,,5.5,3.8,,PS_REAL,,,,,
2026-07-01,181.9,88.7,27.2,30.5,6.4,76.7,41.2,21.8,21.8,0.8,17.0,156.7,229.92,,,,133.43,,,,370.8,,,,,,,,,,4.0,13.0,8.5,,,,,,,,,5.6,3.8,,PS_REAL,,,,,
2026-07-02,188.8,94.8,27.9,32.4,5.6,75.7,40.7,22.7,22.7,1.9,20.0,159.2,223.0,,,,128.87,,,,363.4,,,,,,,,,,1.0,9.0,5.0,,,,,,,,,5.8,3.9,,PS_REAL,,,,,
2026-07-03,166.3,94.1,26.1,,6.0,102.8,42.3,21.2,0.0,0.0,0.0,166.3,221.08,,,,125.07,,,,351.9,,,,,,,,,,0.0,9.1,4.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-04,154.6,89.0,25.2,,6.0,94.5,38.9,21.2,0.0,0.0,0.0,154.6,221.24,,,,125.99,,,,346.2,,,,,,,,,,0.0,11.0,5.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-05,175.7,91.2,24.0,26.9,6.5,77.8,42.3,22.7,22.7,2.3,19.2,162.0,223.94,,,,128.11,,,,347.2,,,,,,,,,,5.0,9.0,7.0,,,,,,,,,4.5,2.5,,PS_REAL,,,,,
2026-07-06,178.9,92.6,26.6,24.0,6.1000000000000005,77.7,41.6,23.0,23.0,1.7,19.3,161.5,224.33,,,,128.49,,,,352.0,,,,,,,,,,5.0,13.0,9.0,,,,,,,,,5.5,4.3,,PS_REAL,,,,,
2026-07-07,175.3,85.1,27.0,27.8,5.800000000000001,76.4,42.0,23.0,23.0,1.2,19.9,161.2,,,,,128.93,,,,352.8,,,,,,,,,,2.4,16.1,10.3,,,,,,,,,5.2,4.2,,PS_REAL,,,,,
2026-07-08,157.8,85.6,26.5,,6.0,96.8,39.8,21.2,0.0,0.0,0.0,157.8,231.46,,,,129.8,,,,356.7,,,,,,,,,,8.0,20.0,14.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-09,151.6,73.8,27.0,,7.4,92.4,38.0,21.2,0.0,0.0,0.0,151.6,229.92,,,,133.01,,,,361.3,,,,,,,,,,8.0,17.0,12.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-10,157.5,76.4,27.1,,7.4,96.6,39.7,21.2,0.0,0.0,0.0,157.5,226.95,,,,128.4,,,,362.9,,,,,,,,,,10.0,13.0,11.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-11,148.5,70.5,26.8,,7.4,90.2,37.1,21.2,0.0,0.0,0.0,148.5,223.11,,,,124.76,,,,355.3,,,,,,,,,,7.0,15.0,11.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-12,147.5,72.8,26.7,,7.4,89.5,36.8,21.2,0.0,0.0,0.0,147.5,,,,,127.2,,,,347.9,,,,,,,,,,7.0,13.0,10.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-13,183.5,84.5,31.5,34.6,6.6,76.3,41.8,23.0,23.0,1.8,18.0,161.1,220.36,,,,127.13,,,,351.3,,,,,,,,,,4.0,14.0,9.0,,,,,,,,,5.5,4.3,,PS_REAL,,,,,
2026-07-14,180.5,79.2,30.7,34.6,7.3,76.1,42.7,23.1,23.1,2.7,17.6,160.1,219.64,,,,126.03,,,,347.5,,,,,,,,,,8.0,16.0,12.0,,,,,,,,,5.4,4.2,,PS_REAL,,,,,
2026-07-15,168.1,69.7,30.4,33.9,7.6,75.9,43.1,22.6,22.6,2.5,17.6,159.2,224.93,,,,129.28,,,,345.7,,,,,,,,,,11.0,17.0,14.0,,,,,,,,,4.9,4.2,,PS_REAL,,,,,
2026-07-16,158.9,58.8,31.1,30.4,7.800000000000001,75.9,41.4,21.5,21.5,1.1,15.0,153.9,232.31,,,,134.44,,,,354.7,,,,,,,,,,17.0,20.0,18.5,,,,,,,,,5.4,3.6,,PS_REAL,,,,,
2026-07-17,136.7,,30.7,,7.5,81.9,33.6,21.2,0.0,0.0,0.0,136.7,235.4,,,,137.5,,,,366.8,,,,,,,,,,18.0,23.0,20.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-18,138.5,,31.7,,7.0,83.1,34.2,21.2,0.0,0.0,0.0,138.5,231.99,,,,136.12,,,,372.9,,,,,,,,,,14.0,17.0,15.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-19,161.1,67.0,31.9,31.5,7.7,75.6,37.2,20.5,20.5,0.0,3.0,136.3,225.51,,,,133.83,,,,368.1,,,,,,,,,,9.0,15.0,12.0,,,,,,,,,4.2,3.7,,PS_REAL,,,,,
2026-07-20,176.4,77.1,32.7,35.0,6.8,76.0,39.1,22.3,22.3,0.0,14.0,151.4,220.92,,,,131.85,,,,359.3,,,,,,,,,,9.0,13.0,11.0,,,,,,,,,5.2,3.3,,PS_REAL,,,,,
2026-07-21,181.0,80.7,33.0,35.1,5.7,75.9,39.8,22.5,22.5,0.5,20.5,158.7,,,,,130.06,,,,352.8,,,,,,,,,,10.0,14.0,12.0,,,,,,,,,5.3,4.1,,PS_REAL,,,,,
2026-07-22,179.6,81.9,30.3,31.1,6.800000000000001,74.6,41.4,22.6,22.6,2.0,21.2,159.8,216.02,,,,127.85,,,,347.0,,,,,,,,,,9.0,13.0,11.0,,,,,,,,,5.3,4.0,,PS_REAL,,,,,
2026-07-23,170.4,78.5,29.8,29.7,6.300000000000001,75.0,41.3,23.3,23.3,2.5,21.1,160.7,,,,,128.54,,,,343.9,,,,,,,,,,8.0,13.0,10.5,,,,,,,,,5.4,4.0,,PS_REAL,,,,,
2026-07-24,156.0,,30.1,,6.800000000000001,95.5,39.3,21.2,0.0,0.0,0.0,156.0,224.53,,,,130.92,,,,350.7,,,,,,,,,,12.0,15.0,13.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-25,147.8,,32.0,,6.800000000000001,89.7,36.9,21.2,0.0,0.0,0.0,147.8,230.27,,,,132.76,,,,355.4,,,,,,,,,,11.0,16.0,13.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-26,149.1,60.0,29.0,25.9,7.4,74.5,40.1,21.7,21.7,1.0,7.0,143.4,237.43,,,,134.95,,,,363.0,,,,,,,,,,12.0,20.0,16.0,,,,,,,,,4.6,4.3,,PS_REAL,,,,,
2026-07-27,143.9,,32.9,,6.800000000000001,87.0,35.7,21.2,0.0,0.0,0.0,143.9,236.14,,,,136.28,,,,372.4,,,,,,,,,,13.0,19.0,16.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-07-28,166.4,63.7,34.5,36.4,7.6,75.2,39.0,20.3,20.3,0.8,6.0,140.6,,,,,134.54,,,,372.4,,,,,,,,,,11.0,16.0,13.5,,,,,,,,,5.4,2.9,,PS_REAL,,,,,
2026-07-29,172.9,67.6,34.9,35.2,7.3,76.7,37.2,19.0,19.0,0.0,10.0,143.0,218.6,,,,130.39,,,,362.5,,,,,,,,,,9.0,15.0,12.0,,,,,,,,,5.3,3.0,,PS_REAL,,,,,
2026-07-30,157.5,68.5,33.2,27.7,3.6,76.1,37.4,21.6,21.6,0.0,9.0,144.2,218.84,,,,133.09,,,,349.0,,,,,,,,,,11.0,18.0,14.5,,,,,,,,,5.4,2.4,,PS_REAL,,,,,
2026-07-31,137.6,,35.0,,6.5,82.5,33.9,21.2,0.0,0.0,0.0,137.6,221.78,,,,138.76,,,,351.9,,,,,,,,,,14.0,21.0,17.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-08-01,132.5,,33.6,,3.5,78.9,32.4,21.2,0.0,0.0,0.0,132.5,224.78,,,,143.55,,,,360.5,,,,,,,,,,14.0,19.0,16.5,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-08-02,137.2,56.3,32.1,21.2,4.5,75.7,32.6,21.6,21.6,1.3,0.0,130.0,232.22,,,,143.61,,,,368.3,,,,,,,,,,12.0,15.0,13.5,,,,,,,,,4.6,3.2,,PS_REAL,,,,,
2026-08-03,157.5,59.6,35.0,30.6,7.5,74.3,37.1,21.1,21.1,1.3,0.0,132.4,229.69,,,,136.96,,,,375.8,,,,,,,,,,13.0,16.0,14.5,,,,,,,,,5.4,3.5,,PS_REAL,,,,,
2026-08-04,159.6,63.0,34.5,31.1,5.7,75.2,38.2,21.3,21.3,1.4,3.0,137.7,228.57,,,,133.01,,,,366.7,,,,,,,,,,11.0,15.0,13.0,,,,,,,,,5.5,3.0,,PS_REAL,,,,,
2026-08-05,160.4,62.6,35.0,32.2,4.7,75.7,38.0,20.9,20.9,2.8,8.0,142.6,225.08,,,,135.24,,,,361.6,,,,,,,,,,13.0,16.0,14.5,,,,,,,,,5.5,4.1,,PS_REAL,,,,,
2026-08-06,161.7,71.1,34.9,27.3,4.6,77.0,37.3,21.0,21.0,3.7,6.0,141.3,,,,,134.62,,,,360.3,,,,,,,,,,9.0,14.0,11.5,,,,,,,,,5.4,4.5,,PS_REAL,,,,,
2026-08-07,151.5,,35.1,,5.4,92.3,38.0,21.2,0.0,0.0,0.0,151.5,221.37,,,,135.21,,,,355.9,,,,,,,,,,5.0,13.0,9.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-08-08,145.2,,33.5,,5.0,87.9,36.1,21.2,0.0,0.0,0.0,145.2,224.37,,,,135.61,,,,356.6,,,,,,,,,,7.0,13.0,10.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-08-09,146.3,,33.4,,5.5,88.7,36.4,21.2,0.0,0.0,0.0,146.3,225.93,,,,135.28,,,,360.0,,,,,,,,,,3.0,15.0,9.0,,,,,,,,,,,,RDS_ESTIMADO,,,,,
2026-08-10,182.8,86.8,31.8,33.0,5.7,74.2,38.4,22.4,22.4,2.4,15.0,150.1,218.63,,,,126.27,,,,361.2,,,,,,,,,,4.0,12.0,8.0,,,,,,,,,5.6,5.5,,PS_REAL,,,,,
2026-08-11,181.8,86.5,31.4,34.2,5.8,76.8,39.8,23.0,23.0,1.8,20.1,159.7,216.39,,,,123.32,,,,344.9,,,,,,,,,,6.0,12.0,9.0,,,,40.717,4.539,2.086,1.946,,5.6,4.4,,PS_REAL,,,,,
2026-08-12,183.0,84.7,30.9,33.7,7.0,76.4,40.8,23.6,23.6,1.8,20.8,161.5,217.16,,,,117.87,,,,339.7,,,,,,,,,,8.0,13.0,10.5,,,,40.397,6.83,2.458,2.06,,5.6,3.9,,PS_REAL,,,,,
2026-08-13,163.8,,29.0,,6.5,101.1,41.5,21.2,0.0,0.0,0.0,163.8,220.31,,,,116.52,,,,335.0,,,,,,,,,,8.0,12.0,10.0,,,,39.645,2.76,2.117,2.034,,,,,RDS_ESTIMADO,,,,,
2026-08-14,155.9,,28.0,,6.5,95.5,39.2,21.2,0.0,0.0,0.0,155.9,221.99,,,,116.37,,,,336.8,,,,,,,,,,10.0,13.0,11.5,,,,34.79,3.524,1.199,1.985,,,,,RDS_ESTIMADO,,,,,
2026-08-15,141.3,,26.3,,5.5,85.1,35.0,21.2,0.0,0.0,0.0,141.3,225.14,,,,120.64,,,,338.4,,,,,,,,,,13.0,15.0,14.0,,,,31.218,1.84,0.811,1.701,,,,,RDS_ESTIMADO,,,,,
2026-08-16,131.5,,27.3,,5.5,78.2,32.1,21.2,0.0,0.0,0.0,131.5,229.98,,,,128.14,,,,345.8,,,,,,,,,,12.0,18.0,15.0,,,,26.41,1.85,0.231,0.0,,,,,RDS_ESTIMADO,,,,,
2026-08-17,153.0,71.8,28.6,24.7,4.0,75.9,38.3,23.2,23.2,2.5,0.0,137.3,229.96,,,,128.15,,,,358.1,,,,,,,,,,12.0,14.0,13.0,,,,29.826,2.659,0.28,0.0,,4.9,3.6,,PS_REAL,,,,,
2026-08-18,165.8,77.3,29.3,27.7,3.6,76.6,39.8,23.8,23.8,2.3,7.0,147.1,227.01,,,,128.86,,,,358.1,,,,,,,,,,7.0,13.0,10.0,,,,33.616,6.495,1.458,0.263,,5.6,3.7,,PS_REAL,,,,,
2026-08-19,158.1,73.7,30.3,26.0,4.1,74.4,40.3,23.6,23.6,2.5,7.0,145.2,228.35,,,,130.88,,,,355.9,,,,,,,,,,6.0,15.0,10.5,,,,32.381,4.875,0.99,1.871,,5.5,4.0,,PS_REAL,,,,,
2026-08-20,154.9,70.2,31.5,27.7,2.6999999999999997,75.8,39.0,23.7,23.7,3.8,5.6,144.1,231.16,,,,132.55,,,,359.2,,,,,,,,,,8.0,17.0,12.5,,,,33.012,1.479,0.825,1.886,,5.6,3.9,,PS_REAL,,,,,
